GENE,D37M,A142M,I57M,I12M,D43M,A145M,A59F,B06F,I53F,I48F,B32F,D94F,A112M,B30F,A122M,A106M,B35M,A79F,I27F,A48F,I86M,D19F,I50F,A87M,A71F,A20M,A77M,I52F,A127M,A52F,A39F,B36F,D42M,A30F,D99F,D114M,I59F,I46M,B02F,A25F,B33F,I21F,A139M,B27M,B09M,D84F,A40F,B28F,D17F,D06F,B10M,D128M,A136M,I04M,A47F,A34F,I02M,D104M,B04F,I39F,I06F,B31F,I88M,A54M,D111M,A55F,D05F,D108M,I45F,D107M,A134M,I38F,I01M,A46M,D132M,D152M,D95F,B54M,A41F,B40F,D125M,B51M,A56F,I47F,B05F,I79F,A80F,I54F,A09M,I03M,D70F,D24F,B07M,D85F,I77F,D153M,B08F,A03F,I29F,D120M,B18F,A35F,D61F,B14F,A105M,D81F,A109F,D72F,D14F,I30F,A53F,A89M,B26F,A117M,I84F,I33F,B12F,A82M,I65F,D143M,D12F,D98F,A65F,A27F,I25M,D130M,I31F,B01F,A150M,D08F,I62F,D44F,A119M,A51F,B11F,I11M,I81F,A26F,I35F,D10M,B34M,B52M,B45M,D131M,A32M,A78M,D13F,D88M,A50F,A63F,D01F,I28F,D69F,B03F,I44M,D07F,A96F,B53M,I15F,A64M,I34F,D21F,D86F,I19M,D101M,D66F,A74F,D141M,A31F,A138M,B39M,B37F,B19F,B21F,I55M,A45F,D68F,I05M,I37F,D15F,A147M,A60F,I08F,D151F,I14F,I51F,I09F,D92M,A110M,I22F,A135M,A57F,B29F,A103M,B16F,D137M,I66F,A49F,B13F,D156M,I56M,I07F,A18F,A58F,I49F,B23F,A91F,D157F
PRKAR2A,1.73261728,1.24685128,1.76972022,1.82010402,1.36796689,0.96269956,0.95187999,1.37020059,1.75214849,1.84033745,2.11675389,0.97603948,0.78781907,0.94919501,1.09190842,1.34902855,1.54733063,1.5924973,1.39148407,1.55511116,1.43440072,1.5580365,0.72104269,1.56837171,1.59413857,1.68989836,1.30999931,1.56838944,1.03955636,1.08144594,1.52112389,1.44051087,1.79516479,1.37660044,1.09220512,1.93173365,1.56837607,1.6799776,1.78356899,1.65031781,1.75369879,1.62594651,1.76819704,1.22918743,1.8481288,0.52845071,1.54344188,1.04660514,1.53243654,1.49669024,1.87254252,1.24628487,0.98640515,1.72387346,1.79047762,1.30653649,1.89957182,1.56188895,1.16861339,1.37575033,1.14484244,1.6812108,1.29190652,1.47048977,1.66426305,1.10822505,1.29282141,1.33115065,0.83586207,1.61283458,1.08469244,1.79249223,1.25511399,1.66533842,1.34244155,1.63045548,0.97751894,1.70590651,1.30657206,1.41072794,1.09272243,1.23585209,0.93634024,1.78920367,1.34043621,1.14118645,1.39839402,1.54809063,1.03869189,1.47632552,1.34281632,1.36612639,1.33823934,0.96220708,1.83746277,1.8483847,1.73535052,1.78211705,1.92029174,1.58455131,2.35398152,2.21755856,0.92836472,2.5318921,2.05557539,1.22447023,1.59094193,0.30144369,0.9411826,0.94246489,1.32190574,0.97314352,1.24211702,1.1404164,1.60119066,1.63505564,1.18582118,1.28473305,1.60398758,1.71856322,1.8006407,1.0940073,1.17030312,1.68085581,1.50036729,1.83018108,1.85835932,2.01577096,1.27958164,1.34678474,1.45544639,1.45239584,1.36047571,1.32911963,2.40128899,1.70577556,1.86603084,1.4130231,1.77837281,1.44280308,2.1519652,1.15186553,1.62938297,1.74792455,1.61283989,1.13946924,1.35880373,1.37736651,1.64824004,0.86592603,1.19142385,1.3830924,1.00075007,1.46669342,1.59144682,0.41893849,1.06621197,1.46718508,1.16720891,0.68338895,1.75389542,1.43396597,0.87521461,1.71787794,1.63109728,2.09345267,1.36032799,1.18646729,1.40201527,1.32872083,1.71788021,1.54827084,1.24488752,1.63983123,1.7651404,1.29529193,2.35320205,1.52705583,1.76933331,1.7869285,1.25923836,1.51881992,1.74230343,1.55796077,1.47057487,1.92627874,2.22889273,1.59690682,1.25659941,1.60072086,1.92763489,1.91253636,1.3748727,1.55764001,1.89427408,1.15019444,2.22982718,1.926066,1.40540655,1.61001456,1.97226297,1.79362456,1.41942507,2.05570239,1.71624974,1.67127926,1.62916602,1.75620617
FBXL8,0.61377898,0.19241527,0.6566509,0.38957944,0.60469969,0.0837729,0.46154523,-0.058725,-0.0010067,0.21194974,0.31522355,0.3292277,0.20342872,-0.1351474,0.19410692,0.26059686,-0.1169984,0.50876401,-0.1183061,0.55283374,-0.0954279,-0.0086285,0.16474722,0.24272197,0.12479321,0.4141121,0.30482843,0.19243416,0.12630203,0.43996854,0.53771712,0.01033347,0.52338886,0.2634993,0.21749535,0.36119224,0.13012396,0.00591207,0.19889959,0.24126255,-0.0395121,0.18969938,-0.1106125,0.15134725,0.24245947,0.07620789,0.45718039,-0.1125934,0.16799294,0.36551875,0.19254107,0.4267977,0.14723823,0.41807877,0.72151426,0.58721266,0.14180798,0.50424791,-0.197992,0.06826467,-0.0589004,-0.2030735,0.02641762,0.44908981,0.14505917,0.31962133,0.1090464,0.15808013,0.04594506,0.45671884,0.3207347,-0.0444802,0.03343628,0.07593295,0.56417113,0.44703147,0.19673878,0.08212157,0.24582171,0.23122831,0.08208763,-0.090228,-0.0167129,0.13387194,-0.1235439,-0.1186462,0.19156978,0.19821524,-0.0519842,0.33812375,-0.1096442,-0.0358079,-0.0995439,0.43110299,-0.3273463,0.13141808,-0.2364948,0.63939886,-0.1976191,0.08302185,-0.2826254,0.39082488,0.02885889,0.05751932,0.1223547,0.21084816,0.42870722,0.2240759,0.08513266,0.45560805,0.38784229,0.00436046,0.00625246,0.15657639,-0.179356,0.03384161,0.01327539,0.36479939,-0.2400202,0.52187751,0.45564083,0.10320192,0.13077061,0.72378559,0.41607762,0.69477078,0.35033021,0.13721147,0.42465992,0.26207572,0.37390074,0.48751692,0.09166079,0.69106655,0.13310393,0.91495415,-0.0753746,0.63970597,0.19213712,0.45128718,0.31002658,0.02177778,0.23269156,0.35191633,0.35007461,0.03113113,0.27301024,0.4500623,0.44196748,0.08073047,-0.0805118,-0.174442,0.02555262,0.02563518,0.30176419,0.06701922,0.35835348,0.28753299,0.0315174,0.18839304,-0.0400609,0.57090184,0.13913748,0.35845551,0.65915425,0.27562443,0.39053187,0.37398877,0.42013423,0.23811656,-0.1382055,-0.1259977,0.22265838,0.02321628,0.38357138,0.87711438,0.51873225,0.29460785,0.00458949,0.30068711,0.13071142,0.24095445,0.12758254,0.34388755,0.31954542,1.25802184,0.13523579,0.79676011,0.26719162,0.29887712,0.4048475,0.6880485,-0.0732011,0.68907737,0.27242217,0.28448066,0.77015736,0.2479976,0.00477743,0.10730703,0.22894844,-0.0193119,0.2926591,0.77712044,-0.1181961,-0.0283329,0.72350892,0.13282745
RCOR3,3.73962324,2.58684335,3.57770621,3.15482245,3.95610302,2.79225876,2.83797988,2.18599055,2.81834587,3.60219949,4.11112134,3.64949876,2.66834965,2.5138637,2.77503918,3.16371304,2.96283336,3.68295029,3.5206244,3.65997465,3.92698874,3.43403636,2.71359702,3.05586076,3.15767626,4.05189744,3.31504532,3.49174272,2.99201147,3.00796913,3.65682475,2.51261236,3.49730346,3.14077771,3.55267741,3.83548598,3.59681219,3.69585418,2.76798861,3.29312678,3.2393673,3.40896183,3.12022728,2.92987285,2.71490245,2.87625184,3.6395864,2.50209173,3.20098474,3.41742582,3.37587135,3.0387143,2.98278902,3.65472775,3.50010537,3.2773762,3.55705823,3.2644209,2.49702294,2.53123844,3.32462859,2.95673902,3.06525175,3.12314245,3.41292428,2.90092786,3.02127568,3.24649403,3.09870903,3.49308641,2.95761149,3.71111478,3.00481055,3.34149265,3.31683818,3.67880255,3.03460332,2.79420667,2.86781022,2.30484657,3.31385502,2.39247801,2.82235792,2.78565364,2.10159753,3.17298402,3.20143686,3.08068701,3.23101536,3.10243606,2.35584477,3.03497575,2.08284155,3.81464914,3.88518894,3.59883057,2.52666649,3.96332631,3.72643621,3.86420753,3.47314386,4.03841304,2.68044816,3.6022524,4.13343481,2.9600857,2.9315608,2.46290335,2.79652371,2.8161639,3.29240734,2.72216286,2.58688988,2.48540336,3.51581858,3.4891992,2.32581321,3.15956117,3.41136641,3.85128203,3.37469953,3.2601405,2.83773449,3.50771024,3.24018053,3.98855837,3.38703254,3.28077831,2.77973936,3.36193327,2.92837677,3.74151109,2.73352988,3.50425875,3.34655918,3.13207211,3.40322043,3.27691243,3.40910401,3.46989255,3.32497983,2.28093421,2.67061676,3.24346827,3.35435244,2.74564919,3.41892334,3.46295013,3.29145005,2.3970112,2.69926373,2.50727126,2.57791964,2.43746145,3.20260141,2.67882552,3.12920151,2.40748346,3.24217325,2.45727941,3.42316066,2.67902054,3.18880993,3.20443214,3.29099538,3.11981317,2.56343422,3.6938196,3.16134847,2.93919813,2.8898883,2.47772776,2.78764329,2.48146392,3.1082256,3.70456319,3.58405948,3.21130877,3.62492229,3.10016804,2.71211764,3.44848105,3.65123037,3.19361826,3.29016976,3.42696549,4.2793032,4.20437754,3.50784339,3.18916851,3.96812268,3.837087,2.7916997,3.60241433,3.25026503,3.83569797,3.71140474,3.60544087,2.25774825,3.70271088,3.45335598,3.85700859,3.39626767,3.51172244,3.59760448,2.8229253,3.94639048,3.8510113
TLR8,0.08802094,-0.2102053,-0.1060102,0.09095086,-0.2302166,-0.2792994,-0.0682786,0.20007991,-0.0851195,-0.1486811,-0.1748321,-0.285817,-0.0150473,-0.0627616,-0.0855272,-0.3813942,0.25719646,-0.0352375,0.09209016,0.10197322,-0.081029,0.1289885,-0.1860533,-0.0551472,0.04466382,-0.165414,0.21182481,-0.4957801,-0.1307667,-0.1291093,-0.3045883,-0.3333548,0.03692188,0.53510292,-0.3520903,0.19632392,0.07999996,0.13044367,0.45153412,-0.1017943,0.28181334,-0.2341455,0.42437417,-0.1868025,0.30365476,-0.3315443,0.02296776,0.01317375,0.02875586,-0.3989549,0.15706977,-0.140433,-0.1745517,-0.1038494,-0.013173,-0.070655,0.06236913,0.00494281,0.31912633,0.47233689,0.6140146,0.15819143,0.1318913,0.00245604,0.16725151,0.11465413,0.10225826,0.13316365,-0.3095005,-0.1425871,-0.221666,0.28913381,-0.2285583,-0.2494451,-0.0247904,0.01927289,0.03379627,0.08557218,-0.064623,0.26756286,-0.2328317,0.13515631,-0.0869135,-0.0920848,0.72620071,0.01577261,0.08295085,-0.1962445,-0.0330156,-0.0738419,-0.0855669,0.07234226,0.01865991,-0.0908927,0.29415904,0.73628068,0.3861847,-0.2268557,0.84516801,-0.1890987,0.7634402,-0.1477518,-0.2055477,0.36114239,-0.1225305,-0.2976821,-0.2212663,-0.2983708,0.20285329,-0.2135447,0.00489839,-0.0476318,-0.0962626,-0.0704025,-0.1280713,0.31924451,0.12390879,0.06269615,0.64577344,-0.100903,-0.2648313,-0.2641109,0.08129696,-0.0231974,0.29713663,-0.1471484,-0.1944885,0.3098194,0.08076364,0.12663666,0.61932689,-0.1358387,-0.1769945,-0.2438303,0.10335385,-0.1488688,0.25961259,-0.0814074,0.49100038,-0.3376937,-0.2489803,0.01080852,0.03338678,0.04182178,0.05049486,0.12696541,-0.1504565,-0.0638235,-0.1135509,-0.0694367,0.12597651,-0.0221372,-0.02923,0.13246895,0.21577607,-0.1419191,-0.1372264,-0.0458606,0.22457932,-0.2168433,0.26816087,-0.2116059,-0.0772002,-0.3162489,0.01301313,-0.1460472,0.02839442,-0.1646322,0.33768169,-0.2425406,0.19809532,0.22319521,0.25707853,0.30613345,-0.2975496,-0.3564807,-0.2935141,0.03844715,0.11565415,0.02612628,-0.0855752,0.11113595,0.24893088,-0.0538482,-0.1949759,-0.2400947,0.3775049,-0.3096196,-0.1526706,-0.2618856,0.06000687,-0.1378871,0.06147591,0.10633703,0.41328803,-0.1035056,-0.1884649,-0.079652,0.01095097,0.16969725,-0.1766618,0.18153982,-0.1292598,-0.1819083,0.05730278,0.24898828,-0.099982,0.32846681
ERMN,0.27830648,0.17632619,0.10877535,0.0125784,0.29972626,0.20805579,0.19966769,0.06186651,0.06734532,0.28804818,0.38203884,0.3495201,0.31216325,0.38739594,0.61617235,0.20307869,0.27590543,0.44741074,0.18368009,0.5389016,0.34260493,0.16153947,0.00893142,0.08419708,0.14818323,0.33150516,0.22299528,0.17221282,0.19580853,0.07636281,0.80787361,0.00978762,0.58503347,0.19809354,0.61635766,0.35579266,-0.0078919,0.11585718,-0.0001294,-0.0819913,0.11340384,0.22049388,-0.0991605,0.36562062,0.24371585,0.49011609,0.3902706,0.16311964,0.07494321,0.12026819,0.09684519,0.13461443,0.1584763,0.119403,-0.0794539,0.18405607,0.21276507,0.0210426,-0.082959,-0.2074903,-0.1181897,-0.1340033,0.10317601,0.29772619,0.18051755,0.27907397,0.21408285,0.00739158,-0.0394281,0.11861528,0.16693053,-0.081547,0.22302619,0.13985276,0.11614359,0.11090823,0.48146884,-0.0272912,0.11071833,-0.0140924,0.59017715,-0.0235077,0.16571362,0.02735472,0.09569532,0.09316574,0.22836494,0.39066294,0.5114746,0.17810004,-0.1379816,0.22994099,0.10453966,0.52010869,-0.1235567,0.05873187,0.25181105,0.15045165,-0.0516801,0.16214837,0.00188435,0.24027505,0.00175566,0.0709952,0.38661899,0.07116735,-0.143151,0.17122421,-0.077862,0.02204573,-0.0154576,0.07617137,0.07367251,0.03831057,-0.1856045,0.10667875,-0.0253428,0.24430118,0.05004352,0.04630169,-0.0245913,0.26628965,-0.0895226,0.80033242,0.08053425,0.46057596,0.1658614,-0.0971757,0.37499092,0.14235568,0.16998602,0.57075538,0.11462014,0.50796906,0.15564763,0.26454135,-0.2571073,0.68562076,-0.0061068,0.29193776,0.28185097,0.08538739,0.28927015,-0.0445014,0.15186962,0.28293945,0.47246383,0.3150235,0.36997463,0.16645325,0.52483447,-0.1995662,0.04286505,0.11349695,0.33865467,0.17325354,0.00831936,0.03110573,0.20234256,0.18487446,0.17751968,0.17582207,0.42056994,-0.0156296,0.27207441,0.46611497,0.27863081,0.25573445,0.14109393,0.48577467,0.11283739,0.06841975,0.17212591,-0.0223689,0.10487053,0.57239816,0.19349745,0.26560147,0.10043672,0.17399113,0.33301813,0.43075926,0.27359755,0.01274305,0.46017477,0.31669864,0.82199333,1.15524379,0.32831682,0.24653587,0.52349207,0.54030377,0.24899498,0.41333111,0.26234051,0.50432605,0.57018659,0.63727597,0.12674404,0.48411646,0.51430497,0.34539208,0.39170275,0.47348175,0.09678896,0.22114212,0.99696837,0.66464526
LOC390933,-0.1810333,-0.0333931,0.06848086,-0.1367418,-0.2128308,-0.0845725,0.10133543,-0.0037986,-0.0968319,-0.1906642,-0.0918024,-0.1999444,-0.3043286,-0.0892306,-0.110334,-0.0286094,-0.1079055,0.15097017,0.10521172,-0.0785758,-0.0818225,-0.1117837,-0.0228471,0.12766387,-0.0509794,-0.0430385,0.02141793,-0.025702,-0.0801137,0.00650028,0.14124043,-0.0213583,0.23904095,0.01259723,-0.0150565,-0.0429841,-0.0148185,-0.0509026,0.31162747,-0.1796031,0.33246539,0.05966711,0.05823501,-0.012042,0.07020704,-0.120337,0.02424738,0.08078588,-0.0691141,-0.0413906,0.14993968,-0.0124108,-0.0020644,-0.1590415,-0.1014776,-0.009348,-0.2174528,-0.1067796,0.21028393,0.05194658,0.08732649,0.21585965,0.06879218,-0.0340366,0.00373378,0.3800781,-0.0648517,0.03851111,0.16877661,-0.1427059,-0.0984572,0.09469322,0.124695,-0.1220714,-0.0362798,-0.1414412,0.05006861,0.04513932,0.06646423,0.15472833,-0.017295,-0.043675,-0.0362255,-0.0891243,0.17216377,0.08903516,0.08080872,-0.0654483,-0.0925871,-0.0195397,-0.0893264,0.01837856,0.10270216,-0.1512788,0.20620792,0.20254852,0.2578698,-0.1366977,0.16176818,0.14487286,0.38266502,-0.0082162,0.14726094,0.05288772,-0.2320831,-0.1919109,-0.1400309,-0.116163,-0.0813768,-0.0890907,-0.0171495,0.15128139,-0.0030231,-0.2262979,-0.1045791,0.31651408,0.2642043,0.06940533,0.15713803,-0.1201639,-0.1660745,-0.1212263,-0.2534581,-0.0212161,-0.0609271,-0.109778,-0.0495362,0.01880488,-0.0198331,0.03078822,-0.0388319,0.00980883,-0.0299447,-0.0566699,0.03104674,-0.0061379,0.30796287,0.00537211,0.59713305,-0.094367,0.15461084,-0.2125216,-0.0045469,0.08772363,0.12943944,-0.0071942,0.19604408,0.04879486,0.06154975,0.03670233,-0.0720171,0.08408328,-0.0793139,0.20077211,0.05171803,0.03284134,-0.053013,0.03836903,0.18042623,0.20034705,0.23092949,-0.0899963,-0.066759,0.0219683,0.27529085,-0.1879065,0.01132055,-0.2086299,0.18378781,-0.2190376,0.14287317,0.10274097,-0.2028528,0.20524322,0.04641437,-0.2331606,-0.0558588,-0.034312,-0.077772,-0.1220472,-0.0828575,-0.2193864,0.2836442,0.0297132,0.02243571,-0.1354149,0.41897212,0.00268098,-0.0331202,0.21247899,0.14974691,-0.001237,0.27771381,0.13126885,0.05542119,-0.2365854,-0.1925317,0.14912633,0.13048787,-0.0095278,-0.0655912,0.31044717,0.22259283,0.11852952,0.19366513,0.26852956,-0.0529194,-0.052445
SNORD33,1.03874167,0.50010793,1.52861203,1.70657599,1.4455922,0.8731948,0.93785875,1.69065501,2.77832413,2.09500908,2.31637672,0.91467576,0.84761786,1.51682849,1.10114655,1.13528256,2.18322086,1.86530506,1.92049624,1.32511881,1.00380511,1.68348366,2.36038958,1.17480774,1.8568171,1.22325284,1.66279414,1.90927371,0.84268448,1.4944732,0.97663173,1.46765462,1.59605678,1.32622166,1.17564221,1.68342448,0.68063389,1.67814449,2.13602704,1.12817767,2.15053736,1.40108752,2.06063125,0.81789854,2.50200976,0.67654568,1.36226777,1.04900712,0.87742924,1.6402283,2.40563986,1.0427923,0.98147229,1.08213827,1.86228173,1.2249972,1.37605563,0.97600529,1.67495756,1.56822151,1.23684522,2.29807538,1.12645348,1.09462689,1.21009116,1.14112201,1.02664979,0.8687026,2.25158968,1.08741462,0.81781328,2.65146812,1.20490409,0.620196,1.19066149,1.2593769,0.92786737,2.05130013,1.23446114,1.55218829,0.60568536,1.23610402,0.99286289,2.88857058,1.5480737,1.69096373,1.61685677,1.18340497,0.81511025,1.30261181,0.84766484,1.42123494,1.25065567,1.04853434,2.54826207,1.06825991,1.18694116,1.09116611,2.88443883,1.9394983,1.99180319,1.67040472,0.97729224,2.59088196,1.32097255,1.06781154,1.20976716,0.74990037,1.32509905,1.40526085,1.08720012,1.20269109,1.36355649,0.81457566,2.57797395,2.7331347,1.51843593,1.32142065,2.29762086,1.70651399,1.88175504,1.05002818,1.40346581,0.83428105,1.64094374,1.63148595,1.79494825,2.2144595,1.02034039,1.69003,0.94802995,1.46371112,1.17202602,1.40660367,2.49489162,1.89279787,2.74903752,0.89793102,2.91659381,1.06857395,1.88290189,1.27272473,1.71126185,1.33897353,1.21368627,0.40590354,1.22051326,1.08218326,0.35470939,1.14460857,1.24577024,2.25053526,1.03375035,1.63553846,1.47820955,0.83900839,0.77983617,1.67247881,1.4990846,1.33700415,2.65300642,1.44063709,0.69344614,1.34583748,1.45550121,1.35289966,1.07046093,1.02844803,1.1770206,0.91865124,1.87114533,1.52520002,1.8075642,1.66516329,1.05565955,0.58743625,2.1055094,1.719877,2.72470157,1.25623099,0.81326814,1.76603963,2.83512085,1.16709117,1.27275269,1.793683,3.4455329,1.36880489,1.5230872,1.33640701,1.07711585,1.46442562,1.85961532,1.70589177,2.1877952,1.0306309,2.31212755,1.86725413,1.71383687,1.30289158,1.52792942,2.88778282,1.74430433,0.93988498,2.35259978,1.9705351,1.11401859,1.43785139
SNORD46,0.28754909,-0.3065248,0.40466382,0.32083955,0.62643287,0.12810735,0.54990941,0.83388488,0.99960755,0.59105464,0.51153558,0.53997365,0.18390543,0.26066714,0.13117684,0.52158661,0.63844496,0.44324185,0.94165813,0.14808101,0.1761427,0.50321809,0.50268054,0.260888,0.65704662,0.47402624,0.53635993,0.59263589,0.34377793,0.5537491,0.64922709,0.45028987,0.70349908,0.64379709,0.52409595,0.8413168,0.00456223,0.12699669,0.71782193,0.43306764,0.68678323,0.04431116,0.50781958,-0.0747523,0.42786598,0.28692892,0.59349605,0.1004527,-0.1012737,0.40408587,0.99208734,0.7476905,-0.0124346,0.16446366,0.59967558,0.5333828,0.41232546,0.43186071,0.30344622,0.17251282,0.29038037,1.00868012,0.51486729,0.32973664,0.5168727,0.34942759,0.20405066,0.49142082,0.73981746,0.40960714,0.17562846,1.59534864,0.35484593,-0.0609959,0.37819406,0.45660034,0.144629,0.48583066,0.41952802,0.33589046,0.27244245,0.1725454,0.58673651,1.31758379,0.45900249,0.85902579,0.62280596,0.68508737,0.12571701,0.40277988,0.01573216,0.10684321,0.14591608,0.56342741,1.80652542,0.32507616,0.22533114,-0.0755316,1.16888926,0.72683717,0.17113751,0.32487085,0.06752077,1.21262551,0.10683226,0.09442263,0.37514769,0.01322689,0.4082481,0.45452671,0.23387154,0.15972026,0.03153143,-0.1428076,1.56523884,1.43306922,0.28788886,0.04731711,1.11466653,0.87907794,0.54595944,0.15225206,0.05689749,0.18491745,0.27105199,0.44050547,0.44756788,0.66998605,0.23534682,0.3236387,-0.2069153,-0.0151343,0.15452258,0.71178709,1.0614256,0.69766548,1.41413708,-0.1652173,1.33390827,0.15072883,0.49309052,0.2230992,0.71382188,0.34406732,0.56642902,0.05084582,0.62368325,0.12417866,-0.2583676,0.34732721,0.14080087,0.94941147,0.11384322,0.64879149,0.12377861,0.21945388,0.27565024,0.5138598,0.26534492,-0.0114687,0.54637907,0.10501051,0.00258553,0.1810165,0.39296961,0.2404889,0.42765557,0.53513327,0.00275457,0.15062611,0.20134215,1.56935811,0.63846924,0.50463887,0.37773164,-0.0046339,0.461025,0.04772846,1.30635091,0.58746871,0.1766998,0.39366795,1.43810305,0.11511555,-0.1954234,0.75316158,1.95340692,1.02941982,0.55657612,0.19460641,0.03190271,0.25198156,0.19419168,0.50364146,0.63945212,0.25790518,0.8127056,0.16006024,0.10720193,0.52589796,0.67849832,1.47400982,0.28150632,0.38252923,1.6385189,0.73157729,0.4570638,0.58023132
IER3,3.91455043,2.96082077,3.30095376,4.10200499,3.75386188,3.18448372,2.77919111,2.99919868,3.30399039,3.6653144,3.59971764,3.19802511,2.44909762,3.39038492,3.3958687,3.4519651,3.28348245,2.90053605,2.57417766,3.41020644,3.9838573,3.98357752,2.94099294,2.83617759,3.08561155,3.50597352,3.05712635,2.90159761,2.06185934,2.52428509,2.99341115,3.2825295,2.3280303,2.70761663,3.05663988,3.37765262,4.10765324,3.23708751,4.0872707,3.43871256,3.81945813,2.99178529,3.91127088,3.42301966,3.53213547,2.50463077,2.83534254,2.51402407,2.69185894,2.54636417,3.58786974,3.50576855,3.23605334,3.15704614,3.88596818,2.97024962,3.83093255,2.21777825,3.32446485,4.22587723,3.352871,3.37589535,2.98970751,3.26251106,2.98243236,2.64595093,3.28375984,3.11815264,2.80874559,2.97751676,3.01086923,2.93020587,3.75797474,3.33664739,2.75488244,3.22885011,2.58028256,3.64778802,2.66054403,3.45234965,2.55933322,2.73582731,2.4506797,2.89159973,2.74135513,2.54977487,3.78910971,3.08415576,3.29414252,4.07532087,3.24954001,2.74143517,2.94095545,4.03788737,4.19210673,3.99352045,3.21065362,3.43862854,3.31497521,3.63162444,4.4061805,3.61263906,2.92416251,3.66756414,4.16940056,2.4894794,3.26110794,2.59607907,2.35387491,2.22126676,3.08283681,2.68264232,2.99380396,3.36578156,3.18267142,2.95478941,4.13445729,2.69915538,3.44231511,3.43264772,3.13400762,3.27324368,3.17973772,3.00926577,4.26178376,2.7463974,3.32654849,4.09829797,3.6359424,3.53940293,4.67843904,2.98803364,2.85516407,2.67571746,3.20609532,3.25243242,3.36181075,2.68997965,3.02694761,3.31671446,3.64015241,3.09219274,3.48963265,2.91586431,2.97046273,2.55662814,3.05535284,2.97530034,3.45145985,2.16845989,2.61416797,3.75603013,2.22628701,3.56674607,3.80745145,2.75142303,2.29666026,2.90304019,3.57083095,2.37768001,3.42978601,3.8057338,2.69001918,3.36128691,2.56735268,3.15756125,3.06894772,2.87378903,3.36192005,2.60032247,3.18196882,4.62237748,2.8704863,3.97687635,4.01397259,2.97186104,4.36035987,3.75817844,3.58988575,3.92084836,3.42965218,2.8339434,3.58341082,3.3432285,3.56959791,2.92335895,4.40741638,2.74017336,2.71923323,3.50332984,3.91386107,2.34660277,2.99977872,3.21761743,3.78377372,1.9673338,3.97925198,2.45861924,4.23011926,3.41922541,4.36244878,3.28256409,2.99312967,2.83345926,4.07231014,4.10131525,3.00797763,4.17638897
LOC643452,1.27389047,0.66379945,1.33352485,1.22292046,1.33408111,0.79811875,0.70864533,0.58270708,0.7636192,0.78320483,1.62059448,1.27114219,0.59336761,0.52020774,0.96101508,0.80599421,0.59763903,1.30117655,1.45744726,1.45808526,1.53797133,0.93394907,0.77707834,0.75183347,0.83450893,1.3232293,0.89185801,1.05699759,0.7746873,0.96159794,1.02246231,0.47098124,0.94695232,1.14150317,1.24828806,1.34707562,1.31266264,0.98273049,0.86049431,0.82264637,1.16391531,1.12299679,1.09196479,0.98502483,1.0411753,0.66182778,0.96189848,0.29903448,0.76732041,0.54160379,0.4987136,0.77775654,0.1880883,0.93154144,0.88161187,0.93842576,0.8551541,0.96697031,0.7916942,0.69915142,0.86325585,0.66265577,0.62573914,0.82447776,0.87287136,0.73334562,0.54107378,0.55413755,0.65370867,1.10286976,0.58684456,0.93899502,1.16165453,0.95047504,0.88766859,0.91959319,0.67363659,0.83067865,0.9300684,0.49674704,0.87302623,0.80388153,0.82738852,0.6869305,0.32219233,0.84070746,0.66049029,0.9269558,0.70880603,1.04418269,0.82641171,0.84468879,0.70004395,0.94255244,1.03432632,0.84942583,0.42808361,0.92931362,0.98453113,0.90125807,0.93588054,1.3282618,0.72266494,1.20739363,1.42805522,1.21838527,0.51243692,0.6563196,0.8375003,0.82920886,0.98081117,0.88365824,0.83022834,0.73968824,1.1356705,1.35268416,0.85645992,1.06211594,1.36996301,1.24147808,1.0793331,0.97314113,0.74606656,1.45200227,1.29459065,1.52517485,1.16102506,1.02993739,0.61415839,1.0402308,0.72107694,1.01140232,1.07805598,1.14722558,1.423816,1.00743789,1.3518425,1.38340582,1.25301307,0.65085403,0.80554419,0.46213462,0.70535677,0.52788607,0.85952879,0.41120911,1.00002042,0.87671261,0.73901291,0.14961629,0.84903899,0.86592331,0.30636887,0.40453656,0.62765557,0.49906414,0.71149519,0.50252884,0.73899847,0.52048066,1.25211392,0.78123787,0.83062597,1.23906093,1.14379566,0.98750947,0.55636682,1.20015735,0.96851851,1.10765459,0.83836492,0.87946295,1.09277645,0.84207356,1.08060551,1.51704317,1.19411143,1.24856075,1.58937201,0.72679908,0.59734996,1.35080934,1.12117233,1.2457232,1.49919203,1.44272104,1.83653787,1.64857419,1.38643306,1.29457675,1.39359028,1.54519125,1.25872883,1.50949755,1.11093551,1.19269142,1.29515725,1.43279248,0.82396242,1.06148764,1.48865546,1.38209334,1.33805051,1.29419425,1.3533305,1.19759573,1.59948502,1.68093194
