GENE,D37M,A142M,I57M,I12M,D43M,A145M,A59F,B06F,I53F,I48F,B32F,D94F,A112M,B30F,A122M,A106M,B35M,A79F,I27F,A48F,I86M,D19F,I50F,A87M,A71F,A20M,A77M,I52F,A127M,A52F,A39F,B36F,D42M,A30F,D99F,D114M,I59F,I46M,B02F,A25F,B33F,I21F,A139M,B27M,B09M,D84F,A40F,B28F,D17F,D06F,B10M,D128M,A136M,I04M,A47F,A34F,I02M,D104M,B04F,I39F,I06F,B31F,I88M,A54M,D111M,A55F,D05F,D108M,I45F,D107M,A134M,I38F,I01M,A46M,D132M,D152M,D95F,B54M,A41F,B40F,D125M,B51M,A56F,I47F,B05F,I79F,A80F,I54F,A09M,I03M,D70F,D24F,B07M,D85F,I77F,D153M,B08F,A03F,I29F,D120M,B18F,A35F,D61F,B14F,A105M,D81F,A109F,D72F,D14F,I30F,A53F,A89M,B26F,A117M,I84F,I33F,B12F,A82M,I65F,D143M,D12F,D98F,A65F,A27F,I25M,D130M,I31F,B01F,A150M,D08F,I62F,D44F,A119M,A51F,B11F,I11M,I81F,A26F,I35F,D10M,B34M,B52M,B45M,D131M,A32M,A78M,D13F,D88M,A50F,A63F,D01F,I28F,D69F,B03F,I44M,D07F,A96F,B53M,I15F,A64M,I34F,D21F,D86F,I19M,D101M,D66F,A74F,D141M,A31F,A138M,B39M,B37F,B19F,B21F,I55M,A45F,D68F,I05M,I37F,D15F,A147M,A60F,I08F,D151F,I14F,I51F,I09F,D92M,A110M,I22F,A135M,A57F,B29F,A103M,B16F,D137M,I66F,A49F,B13F,D156M,I56M,I07F,A18F,A58F,I49F,B23F,A91F,D157F
SSR4,5.77672424,4.80431444,5.38936831,5.58503067,5.73812084,4.98666734,4.98840012,4.04021483,4.79395869,5.65776953,5.89285342,5.12753136,4.95530282,4.26302225,5.30320381,5.54096885,4.50285122,5.58997706,4.66839511,5.69227621,5.39561594,4.82000207,4.31637541,4.96598576,5.18997504,5.59441267,5.02918234,5.62658627,4.70413859,4.9519191,5.68088229,4.11098718,5.47408304,5.45326151,5.31843296,5.61315152,5.67739149,5.69014198,5.31852757,5.73390852,4.72483242,5.90552099,4.49578298,5.29448159,4.69246965,4.76361101,5.66967693,4.20570696,4.69861841,5.50003437,4.81902073,5.19901757,5.33799749,5.77104923,5.63230728,5.7500192,5.53071296,5.51232892,4.61897367,5.10062967,4.93459626,4.73586359,5.69076801,5.61473318,5.26138422,4.9371412,4.89954517,4.8174993,4.81526909,5.63913375,5.1193071,5.15366984,5.50800443,5.59779324,5.60334647,5.594421,5.04515931,4.84056143,5.74153218,4.23900309,5.04267174,4.19129275,4.89625954,4.91816143,3.8182581,4.34954571,5.15999561,5.51387907,4.87944935,5.54712722,4.81759968,5.08026356,4.06556025,5.35849978,5.68883205,5.52938358,4.23556554,5.53506433,5.60077069,5.59622347,5.02001635,6.17631297,5.64198095,5.52126456,6.48731282,5.27826415,5.69128462,4.55955127,5.11569719,4.91010415,5.23798117,5.15457678,4.83803335,5.16197231,4.87462471,5.18714948,4.5286343,5.57598494,5.20888322,6.04207683,5.55007009,5.41131784,5.27354312,5.55541059,5.52439455,5.93399744,5.65376833,5.09701131,5.27646355,5.37590288,6.05429062,5.72858409,5.21008519,5.36984788,5.30183447,6.08067254,5.15345695,5.76027577,5.8721945,5.23900948,5.23623675,4.17451015,4.81798352,5.42208726,5.66377181,3.61012214,5.43857676,5.36564762,5.42092369,4.99302153,4.96720994,4.52705078,5.31783094,4.37909304,5.19659258,4.49441994,4.94176459,4.71441272,4.85374724,4.93640928,4.74836028,5.36608949,4.96309818,5.73186867,5.1930077,5.54585711,5.09200056,5.44629755,5.18523359,5.07197193,4.56931463,4.35220632,4.68987429,4.87612407,5.82962958,5.83737339,5.95632416,6.02951421,5.67484334,5.59657401,5.12908364,5.52709414,5.40251146,5.58420961,5.48636338,5.98029675,5.77086203,5.8068297,5.87581135,4.92896759,5.55023104,5.57085681,4.32264537,6.10990855,4.73993232,5.08709935,5.8967078,5.69822168,4.44435526,5.27152746,5.8991776,5.30703847,5.6512034,5.74521015,5.31513451,4.9902202,6.00288828,5.59442306
GLRX2,1.45588997,0.31679335,1.37034548,1.04134336,0.63403519,0.50595284,0.36189737,0.54383694,0.67939272,1.71091873,1.09744815,0.85359559,0.19583361,0.19431561,0.44270699,0.39561797,0.49019326,1.52566319,1.87780644,0.62013937,1.76437642,0.88429664,0.9891817,0.48983743,0.79464207,1.07742282,0.82997007,1.12509066,0.05245464,0.91887119,1.02543942,0.11969219,1.02739316,0.94404585,0.99338127,1.28888009,1.43704735,1.35437262,1.10964287,0.63009501,0.78673027,1.11911202,0.91442782,0.83104443,0.98989694,0.34592247,1.0296397,0.45662304,0.17656076,0.44647572,0.37085243,0.64924554,0.25565474,0.58010893,0.62116712,0.54225536,1.30674407,1.30849765,0.5202896,0.49234587,0.6434631,0.42189092,1.03975014,0.76151967,0.82935573,0.20652614,0.37855861,0.79455958,0.65705736,1.25685132,0.43329868,1.43986028,0.73746513,0.83909305,0.92364642,0.81690609,0.43687992,0.19104474,0.74099408,0.49817631,0.86687594,0.01919868,0.68132571,0.73409154,0.51253848,0.5969936,0.92964139,1.00149633,0.43195889,0.94299052,0.20763297,0.37324978,0.15052284,0.8131825,1.40357207,1.24713763,0.56759161,1.08321667,0.90156462,0.77124803,1.00828518,1.68711793,0.89944579,0.62443704,1.49524851,0.45033582,0.68222507,0.27336046,0.59778138,0.86234974,0.94607974,0.79933987,0.31198263,0.4673505,1.10666151,1.83053957,0.58450473,1.37296287,1.13367204,1.58778903,1.03008945,0.91143098,1.12909879,1.44134315,1.35625202,1.70295667,1.52074068,1.38900881,0.62922254,1.4258361,0.72031485,0.90484389,0.77660173,1.60113131,1.20579047,1.12508795,1.291627,0.76065821,1.52315533,0.74834864,0.6097055,0.29356356,0.40472124,0.97749714,0.98705007,0.0210942,0.96863258,0.94930403,0.67680791,0.75057513,0.41997642,0.46320661,0.41056952,0.16134173,0.41979369,0.38637877,0.4948914,0.42207099,1.05181893,0.51025759,1.14589536,0.25510505,0.93977652,1.3995108,1.20525067,1.3625871,0.75573259,1.04173727,0.94387324,0.55992988,0.62757841,0.74704812,0.98026646,0.89755652,1.09150146,1.6277117,1.65163307,1.07718037,1.7587271,1.14533904,0.5295712,1.89225546,1.51551808,1.06973644,1.83660246,1.77010208,2.47585871,1.66919044,1.82606393,1.71061458,1.69311702,1.44752286,0.40749638,2.00956344,1.17298393,1.53085394,2.23737337,1.98213446,0.61873686,1.53026996,1.76143287,1.66747616,2.12209114,1.57675294,1.67803308,1.2100623,1.77937758,1.68297417
MAP2K3,0.50034661,0.10206304,0.53571684,0.39668562,0.10360895,0.2812422,0.01781653,0.23588083,0.31246241,0.02484117,0.05119016,-0.1507977,-0.240215,0.24677714,-0.0454337,-0.2699097,0.51288545,0.2150819,0.28177221,0.13138074,0.21467386,-0.1234519,-0.0300442,0.63355684,0.56161047,0.26794828,0.32390294,0.07109885,-0.4278828,0.31553915,-0.0585837,0.10416408,0.16079573,0.46583756,0.069854,0.47666385,0.54303016,0.61215538,0.39650359,0.33480587,0.42303641,1.07992633,0.69472,-0.068921,0.84929277,0.14812617,0.40866887,0.15725691,0.3426955,0.10581642,0.60548153,0.42416212,0.40158617,0.98910135,0.71550915,0.6277691,1.06433263,0.47108159,0.94277393,1.63796354,0.74197914,0.55066759,0.15071382,0.51053131,0.77603942,0.41237773,0.51392706,0.73025984,0.77820816,0.46541179,-0.1232776,0.6651373,0.30559598,0.55930813,0.22029198,0.070556,0.15601937,0.80164889,0.45969342,0.36957861,0.08733643,0.53089574,0.49931671,0.30139263,0.40533529,0.32824621,0.50216915,0.19619241,0.36660485,0.41211121,-0.2989599,0.42000629,0.50772654,-0.209447,0.33928816,0.9714141,0.59496171,0.71267651,1.14884451,0.60710483,1.23804121,0.66926068,0.35352226,0.99222344,0.44702298,0.10222086,-0.0450323,-0.3177967,0.07543906,0.06062877,0.74508835,0.53075691,0.60946565,0.13635624,0.17497453,0.66683132,1.04072245,0.64493237,0.55705669,0.1305272,0.39870189,0.51787178,0.53235207,0.22943562,1.06679953,0.21942611,0.37013002,0.94420654,0.44156286,0.31562045,2.31886592,0.01105766,0.3274966,0.13514553,0.71769556,0.17892108,0.56529294,0.31910912,0.46498895,0.55272029,0.5307816,0.07626531,0.86269071,0.28088915,0.21130299,0.45504919,0.47187494,0.82227537,0.65658959,0.04292347,0.18789984,0.38356501,0.04419163,0.5478025,0.52596121,0.0717599,0.06621896,0.25229388,0.46747823,-0.0949826,0.47099815,-0.0495527,-0.0229652,0.31004073,0.74219519,0.20321559,0.25852118,0.19415817,0.29710855,0.09732139,0.7350987,0.29628551,0.71510682,0.53089216,0.35988355,0.03744555,0.29998176,0.96870667,0.25341164,0.31109063,0.0400956,0.67517012,0.70884802,0.34594993,0.30902417,0.00999833,0.7359815,-0.23185,0.00865462,0.76148342,0.52481392,0.40214784,0.13825515,0.46163093,0.0306893,-0.0541733,0.2322988,0.40136171,0.55025369,0.08039341,0.42937253,0.59284247,0.37709946,0.67340293,0.10487574,0.43037226,0.00538249,0.39267015
BAZ1B,2.93948399,2.25340924,3.12511822,2.47362634,2.6364376,1.64465503,1.97266086,1.48902035,1.86882409,2.9651559,2.86939404,3.04329238,2.34378893,1.69662209,2.48286505,2.72754056,2.19090765,2.81078994,1.97338198,2.81799743,2.56294195,2.32775542,2.04850823,1.84729283,2.49193191,2.44001416,2.22288168,2.70155387,2.25024119,2.49592792,2.68049458,1.95593542,2.54889975,2.61316626,2.63855729,2.92885733,2.51975897,2.72214675,2.00127645,2.4395281,2.16378502,2.68584944,1.87029791,2.40658883,1.92918718,2.36179198,3.12631245,2.29535805,2.39543687,2.88835368,2.38894726,2.74716575,2.50720116,2.6868893,2.68505124,2.63427876,2.54904194,2.77058591,1.63980291,2.43430835,2.20123068,2.19351548,2.47231067,2.44962669,2.61034168,2.36616979,2.41296034,2.01983979,2.13335211,2.78488494,2.12370255,2.5044161,2.22567671,2.48665224,2.57060633,2.71996373,2.23599814,2.16349832,2.37989051,1.69376287,2.50122937,1.72534208,1.90382502,2.15595481,1.32841976,1.80272825,2.10180945,2.74259708,2.1947067,2.30873414,2.50881604,2.25963394,1.35222111,2.96839101,2.39831585,2.49521948,1.57022797,3.02516235,2.16224672,3.12410538,2.27490006,3.12482848,2.40275927,2.61872762,3.35817658,2.08146497,2.20674813,2.01411791,2.15560493,2.54890785,2.3449707,2.09518795,2.13170812,2.16659576,2.25169484,2.305916,1.57560104,2.30729714,2.31636235,2.77283738,2.62610698,2.30776091,2.06259447,2.66931277,2.34443177,3.1166983,2.6239304,2.26339871,1.84704977,2.56287942,3.47664625,2.95446862,2.32307984,2.87759572,2.48417559,2.65054294,2.09103365,2.72045098,2.26580075,2.58448951,2.33460777,1.8546559,2.13119032,2.51401197,2.71601872,1.7286703,2.56691633,2.71243405,2.4861688,1.46103508,2.0459434,1.51822632,2.28223101,1.6879533,2.28337682,2.42380749,2.12106334,2.43273358,1.96721864,1.85368614,2.39418222,2.17827126,2.03634407,2.40720168,2.93423359,2.57511229,1.99827621,2.59191925,1.89028349,2.32944772,1.92024981,1.607617,1.54788686,1.96565446,2.63677664,3.30525578,2.80630464,2.30430373,2.2605832,2.34342546,2.15186142,2.4530057,2.34258047,2.36391665,2.21934448,3.3043853,2.67430316,2.96610017,2.68677557,2.684792,2.28881497,2.93326309,1.87953875,3.01174143,2.03444981,2.69423784,3.05997369,2.57178077,1.65161671,2.10988601,2.3692444,2.50006831,2.57850229,2.85602145,1.87267722,2.00097671,2.66558461,2.28983758
LOC651316,0.16136683,0.14824907,-0.0507229,0.1543572,0.295936,0.01377588,0.15148614,0.69700478,-0.1476061,-0.0737461,0.80822429,0.0926935,0.04945303,0.36137776,0.29140941,-0.0829267,0.87227852,0.76723184,0.98199174,0.12129216,0.08620043,0.00139402,0.30365692,0.20662758,0.34583671,0.12019316,0.21387176,0.05950873,-0.0227166,0.17682584,0.00146505,0.03110441,0.35655213,0.46710187,0.05710996,0.31680555,0.25191969,0.28330339,0.97982901,-0.1634299,1.13681058,0.48352962,0.86545673,-0.1862155,0.71097485,-0.0953484,-0.0777797,0.40107301,0.51173383,0.29103428,0.53307829,0.12928523,0.3208724,0.13594263,0.22958974,0.3018001,0.29768257,0.36958605,0.77553639,-0.0856733,0.94319356,0.68740429,0.11185983,0.04243834,0.51299152,0.30590965,0.02138558,0.15029255,0.30378588,0.73053606,0.04761898,1.18663297,0.24559552,0.16565754,0.37111395,0.58441021,0.25731923,0.76637314,0.35309309,0.43306424,0.14944737,0.73386424,0.41933592,0.25277961,0.53890709,0.81124551,0.17786929,0.1985499,0.24314731,0.17971243,0.0888371,0.70516244,0.70135572,-0.1457543,1.58086623,0.55798319,1.06467161,0.27390366,1.56698589,0.76520286,1.35523349,0.4131888,0.28408709,1.4688972,0.51141423,0.4603896,0.01708573,0.02620135,0.15314841,0.01113726,0.15707582,0.49080417,0.64391166,-0.0131209,1.17188929,1.18418125,0.46293632,0.68970164,1.48316167,-0.1220885,0.03940143,0.01058329,0.29314182,0.35696085,0.26690059,-0.0111776,0.35827331,0.8900862,0.16846181,0.39490318,0.41814086,0.04590828,0.18090932,0.57377406,0.4249451,-0.0029723,1.33014703,0.05869277,0.81834408,0.2433115,0.15612198,0.3551007,1.03156552,0.4197228,0.20945927,0.40303469,0.28940559,0.4275058,0.06638493,0.44917676,0.49494075,0.18206316,0.27008221,0.92405492,0.48064334,-0.0123058,0.0186968,0.3954099,0.60661143,0.31818218,0.64932399,0.080799,0.15780832,0.22027042,0.4770408,0.06073982,0.41985515,0.15296236,0.22739978,0.3521645,0.3595446,0.62826377,0.61587506,0.67631655,-0.0453585,-0.0130409,-0.2973988,0.09430899,1.30956968,-0.0441064,-0.0732426,0.26501303,0.96006004,0.38624031,0.17911725,-0.0888826,1.22706502,-0.1425266,0.39093414,0.15482072,0.44020789,0.58367881,0.55348927,0.38547237,1.02342547,0.02246218,-0.0072389,0.22007303,0.53486362,0.19620942,0.15863986,0.94479237,0.40441109,-0.0754509,0.99458359,0.90484744,0.0939038,0.25516405
LOC641806,0.17204308,0.2223178,-0.0002743,0.06243229,0.16964447,0.07662054,0.18551317,0.27533312,0.22225487,0.09057483,0.28975499,0.02609905,-0.0380118,0.34551987,0.13102263,0.07870828,0.36992567,0.42701569,0.23321458,0.20863439,0.30528234,0.24031306,-0.0361332,0.37517476,-0.0279139,-0.0970252,0.48078529,0.08725462,0.16058905,-0.0022248,0.03897461,0.16683193,-0.0354717,0.13550108,0.20071886,0.24115246,0.08824286,0.4413559,0.48166018,0.24119254,0.44577111,0.31119001,0.5898435,0.21646989,0.55825388,0.15707617,0.13450936,0.08735067,0.27307213,0.04809073,0.28248916,0.06247154,-0.0186046,0.13736765,0.08202569,0.016226,0.09443347,0.12256756,0.21255144,0.09496715,0.30458342,0.20522498,0.07538394,0.13643628,0.15694682,0.47947909,-0.0298272,0.1320347,0.10360836,0.27589313,0.00932092,0.58011688,0.03374782,0.07649013,0.18493066,0.11784316,0.23514376,0.33203087,-0.0268756,0.00703354,-0.0177924,0.27917182,0.06710022,-0.020669,0.27437442,0.02175941,0.04771293,0.05679699,0.05130681,0.02302457,0.09816923,0.14748241,0.35015575,-0.1726619,0.39310904,0.26745068,0.47858855,-0.0218534,0.00931646,0.17113938,0.44498757,0.16263321,0.19683385,0.15860839,0.06579541,0.12458888,0.04074088,-0.010424,0.07283789,0.01655102,0.077209,0.03849265,0.07754459,-0.0382713,0.1902842,0.22847016,0.31990749,0.07846786,0.43491598,-0.1035798,-0.0132859,0.13987483,0.18223534,0.25159113,0.30766114,0.04340957,0.02241014,0.37258212,0.20206095,0.27814033,0.16598691,0.00589652,0.17630329,0.17372718,0.52276036,0.08227918,0.42803808,0.1938809,0.36598682,0.20437097,0.20828721,0.12243973,0.2612534,0.13487881,-0.0760977,0.03837969,0.21749433,-0.006266,0.04297843,-0.0930714,-0.022726,0.43798982,0.16277975,0.20762766,0.20023811,0.04266676,0.04009572,0.18775804,0.15648092,0.18553913,0.43285045,0.00356319,0.08564972,0.05713638,0.41593653,0.06535522,0.12951741,0.03379735,0.10531354,0.17360025,0.25061571,0.33842225,0.25475761,0.45992476,0.0771081,-0.0092513,0.03326099,0.19633179,0.3586679,0.0629849,0.01529206,-0.0101419,0.43063535,0.26308619,0.12917679,0.12207784,0.91175906,-0.1398073,0.16233466,0.23671667,0.39275766,0.33639955,0.36879898,0.36833391,0.30850649,-0.0016591,-0.085675,0.06738893,0.34083678,0.27365613,0.09396366,0.41517167,0.12166772,0.037732,0.33360385,0.48579144,-0.0995818,0.2342666
SUCNR1,0.07797678,0.22637677,0.40383053,0.41391649,0.05925696,0.04461529,0.17322965,0.4054382,0.17308409,-0.0689415,0.67828999,0.23701672,0.13470587,0.28924731,0.31236194,0.26586266,0.40033776,0.20793221,0.64251282,0.33605089,0.69555175,0.4776862,0.06595571,0.02178826,0.09252082,0.04102681,0.36120552,0.49459992,0.16012177,0.34850913,0.18960033,0.12393489,0.01492192,0.05723679,0.05987829,0.40138108,0.62065718,0.04805721,1.22501289,0.00460534,0.26969795,1.33582475,0.30081337,0.21464208,0.37610502,0.09871985,0.08159935,0.15224769,0.14944192,-0.0101507,0.25409995,0.18760391,0.13523611,0.19257986,0.50153331,0.39820351,0.34603602,0.31319823,0.49992447,0.45157026,0.18096984,0.0809338,0.43069429,0.24802286,0.34804735,0.2309748,0.29823983,0.24748094,0.69056634,-0.0376157,0.00609418,0.4061499,0.11427057,0.46617751,0.06730261,0.05690516,0.05200483,0.25357942,0.13002077,0.1679073,0.13904211,0.46178159,0.17509522,0.29212034,0.29288314,0.58836848,0.0432306,0.2362492,0.18659845,0.46817547,0.0649754,-0.0126573,0.56354211,0.46909891,0.54420855,0.22836516,0.12376467,0.44383058,0.38594714,0.79735834,0.44837583,0.91678038,0.09478416,0.63336322,0.5546068,0.18741162,0.0911123,0.35026049,0.34654403,0.18641715,0.27334028,0.13230021,0.11363099,0.22431725,0.24151741,0.17842979,0.8516731,0.11000481,0.33497294,0.28879591,0.25562243,0.16127092,0.42545093,0.20345237,-0.0249837,0.01478769,0.36639742,0.52812874,0.38300951,0.3930945,0.12750163,0.12428792,0.43405263,0.41893673,0.72129688,0.13636456,0.35206788,-0.116104,0.39046756,0.13653973,0.17686519,0.38331575,0.4192179,0.27781803,-0.0655888,0.19320025,0.12057374,0.16022721,0.32084327,0.19780653,0.19739282,0.29131895,0.24919859,0.34065519,0.28728977,-0.1310951,0.11131127,0.66236461,0.17284516,-0.0534717,0.65174156,0.00250515,0.26401694,0.00437885,0.20128281,0.34060928,0.14623809,0.09569023,0.53284312,0.08108176,0.13646921,0.11866804,0.56812191,0.49921994,0.27533934,-0.081766,0.28617846,0.63600382,0.40091615,0.3208592,0.09332589,0.2101402,0.24903256,0.09630033,0.65589507,0.15665826,0.31670175,-0.0558739,0.23999681,0.30983991,0.44668143,0.67350485,0.13855967,0.93933998,0.10748573,0.17953549,0.18978993,0.33669667,0.80011843,0.26716088,0.60639815,0.30860167,0.27166312,0.05279684,0.32447313,0.59840439,0.31941682,0.29190652
BIRC3,0.53983369,0.23227054,0.81229429,0.53145784,0.72750421,0.2733596,1.29822785,0.84626005,1.58291783,0.83068423,1.67371353,0.85670948,0.10131131,0.49548374,0.52379813,0.45617108,1.27763996,1.66588681,2.0740204,0.82669682,1.08420773,0.07467185,1.40888168,0.19240896,1.22067228,0.79374466,0.91876608,1.07583024,0.34147559,1.38362391,0.49891745,0.54680078,1.29327842,0.83810816,0.35825733,1.26236999,0.74460157,0.69683155,1.23568844,0.42699487,1.72628076,1.11167258,1.84021105,0.15332867,1.53381096,0.02241042,1.20604289,0.80849074,1.5157493,1.15609578,1.41636704,0.85591352,0.40235335,0.48450794,0.44149104,1.1372408,0.17519345,1.23569647,1.19737232,0.23201449,2.17848424,1.25262204,0.53445446,0.88474799,1.14268667,0.96405309,0.48722316,0.86474568,1.75869176,1.29717125,0.18170906,2.82536149,0.60105206,0.54162123,0.73844413,1.24992375,0.80682442,0.71661956,0.61051843,0.87055235,0.73770924,1.0227166,0.91984713,2.32207619,0.79421654,1.44334542,0.59550174,0.77955156,0.47233425,0.64165873,0.11917955,0.89321946,0.73355872,0.48326808,3.00870584,1.14426625,1.52279322,0.9187644,3.26356398,1.00232222,1.42680573,1.34598745,0.93728949,1.70970624,1.69169149,0.71665935,0.37637806,0.04658982,0.56710912,0.5367502,0.80294442,0.51492959,0.75852776,0.24481933,1.58482632,3.11580377,0.77954516,1.02676351,2.39060906,0.59410267,1.02115588,0.31316753,0.86465346,1.11706486,0.73562472,0.72890212,1.20894533,1.65268493,0.53102473,0.61616159,0.76418198,0.37551266,0.60115413,1.68044118,1.67834951,0.37200758,2.05891037,0.69776827,2.96943566,0.82890688,0.90068179,0.66473894,1.59429519,0.81373578,0.83273334,0.57331905,0.84605571,1.08682322,0.32018391,0.94613815,0.8891364,1.44221291,0.58953344,1.30372649,0.50741541,0.507018,0.1315056,1.02509889,1.9301564,0.20026617,2.76713682,-0.0477814,0.63194877,0.81106856,1.32188682,0.22501629,0.76049963,0.50541831,0.59263631,0.21805833,0.73845318,0.75508155,1.43835577,1.19238502,0.13414993,0.25618726,0.21943082,0.73613989,2.70976915,0.34838171,0.23244603,1.53021551,2.98929753,0.85231877,1.29557076,0.43121285,3.76667456,1.5108926,1.67049346,0.67642209,0.43986617,1.19474953,1.03505732,1.0157735,1.80012255,0.4705892,1.01058239,1.6430591,0.75794885,0.21317845,0.81622004,3.01371016,1.61391626,0.85957362,2.78825419,1.39145196,0.27677354,1.05016419
LOC728518,0.58976673,-0.1364621,0.6414221,0.57575022,1.02883053,0.22220018,0.46291476,0.6948681,1.10649581,1.04554848,2.15280576,0.96368094,0.25894729,0.33398012,0.03044788,0.54187928,0.42015177,1.29561653,1.59313473,0.12671209,1.06640569,0.26472241,1.00368278,0.90678789,0.46610967,0.54006082,0.29259548,0.96728871,0.1974799,0.59064928,0.67361311,0.16705534,0.93614375,0.42751795,0.58216105,1.00001865,0.99720112,0.14737569,1.52310303,0.59480932,1.20367369,0.65039844,0.93731725,0.2447387,0.88960047,0.20697844,0.05880328,0.30999057,0.11490687,0.19316013,0.25370588,0.27989174,-0.0647447,0.0977971,-0.0476377,0.18834205,0.49093859,0.67672351,0.66717343,0.71213412,1.1305963,0.48770881,0.51379518,1.02579392,0.60839418,0.53883708,0.44262864,0.49548072,1.08189215,0.53494311,-0.0900874,1.50199168,0.28782137,-0.0784767,0.59432857,0.23856541,0.08928865,0.33233672,0.38084477,0.45087193,0.87285448,0.31313257,0.17005237,1.0736682,0.4736409,0.5694738,0.48479913,0.50848506,0.51144969,0.21636143,-0.0996033,0.07555654,0.35088482,0.79218803,1.29867609,0.82512706,0.65983549,0.06532892,1.21848177,0.31453254,0.91071753,0.55773975,0.08037548,1.03544005,0.938156,0.52123275,0.39622386,0.15212449,0.29062872,0.58991243,0.90299082,0.27724682,0.46547645,0.23623693,0.91036134,1.67856714,1.01079866,0.51351636,1.30686977,0.70969757,0.6540643,0.34793704,0.67696703,0.92632525,0.35284679,1.34392147,1.31769985,1.40620784,0.60268642,0.64765904,0.621467,0.47229615,0.48946391,1.43645726,1.63831578,0.86831856,1.4423988,0.49352356,1.62343531,0.51851029,0.82294037,0.33109313,0.26053904,0.48719701,0.2556744,0.73150122,0.70982078,0.85975286,-0.1097045,0.36236982,0.31856473,0.51757569,0.28345227,0.46809732,0.29971862,0.00068767,0.34963321,0.23304912,1.16147124,0.30491066,1.6748794,0.26973645,0.79196897,0.46612767,0.69194343,0.36565792,0.38454811,0.46388183,0.82696818,-0.1952471,0.59659157,0.66077441,0.95972098,1.1305462,0.77461211,0.97047538,0.58285746,0.56989872,1.84854058,0.54017195,0.14955823,1.54961618,1.75215445,0.66209044,1.25083147,1.2376017,2.6223431,1.50377127,1.23879022,0.98225532,1.10741861,0.92387118,1.43892258,0.90362598,1.04627924,0.89431535,1.74414603,1.79800887,0.94708736,0.57579953,0.92583705,1.86769483,1.64456228,0.9385304,1.41865314,1.73468941,0.71065693,0.65872059
FTHL7,-0.1295443,-0.0790031,0.0328254,-0.0145201,-0.2003826,-0.2054704,-0.1940141,0.11353002,0.10850624,-0.1193096,-0.1776042,-0.0158512,-0.0305696,0.09230214,-0.3510688,-0.0248071,0.14355464,-0.1876834,0.05123923,-0.2197181,-0.235035,-0.2061806,0.27882336,-0.0256463,-0.4389669,-0.3575774,-0.260857,-0.160171,-0.0089371,-0.0501262,-0.1394096,0.35642901,-0.1917176,-0.140013,-0.1578987,-0.0625569,-0.3547176,-0.1902758,-0.0894044,-0.1693951,0.3167602,-0.4437729,0.10770839,-0.1757269,-0.3247159,0.17367026,-0.3635495,-0.2393057,-0.3257515,-0.1493915,-0.0840153,-0.1282572,-0.2248417,-0.4423965,-0.1330847,-0.1346645,-0.3575671,-0.1642333,-0.076028,-0.1288998,-0.2252452,-0.0333468,0.02497768,-0.2356447,-0.0833261,-0.0676977,0.03688037,-0.3598337,-0.0140989,-0.3798003,0.01834676,0.00416356,-0.0337481,-0.2551877,-0.136688,-0.1800597,-0.1555804,-0.0293405,-0.2518822,-0.0778599,-0.0978402,0.25301175,-0.1191737,0.07261534,0.05937558,-0.1303516,-0.1731595,-0.0710104,-0.3804907,-0.2151644,0.04779559,0.09459467,0.08975377,-0.4442074,-0.0338479,-0.3571439,-0.0166829,-0.1067065,0.01254741,-0.128092,-0.1426037,-0.4481267,-0.2457434,-0.1293575,-0.4490895,-0.115361,0.11050116,0.07944379,-0.1770245,0.01602353,-0.1368184,-0.0897994,-0.0776482,-0.2417492,0.04517802,-0.0116781,-0.0405023,-0.3403909,-0.1382688,-0.2265377,-0.292094,-0.2401327,-0.224909,-0.2334961,-0.1821886,-0.2082112,-0.2446657,-0.2066024,0.01915423,-0.2971366,-0.3097486,-0.3811636,-0.1956217,-0.3392209,-0.244191,-0.0774978,-0.1765304,-0.2209024,-0.1829517,-0.1659693,0.01940903,0.08771898,-0.3059487,-0.3312837,-0.0846464,-0.1775742,-0.2329222,-0.3422333,-0.231358,-0.2391327,-0.1114803,0.02794497,0.10401485,0.0210546,-0.222351,-0.2919772,-0.1634598,0.11835329,-0.0207984,-0.3446172,-0.1321729,-0.1854129,-0.2610391,-0.1632953,0.12483888,0.01495478,-0.1178704,-0.1893784,-0.1515141,-0.3039681,-0.0793063,0.21191492,0.18584639,-0.1162017,-0.0975924,-0.1124954,-0.0492247,-0.2016839,-0.061226,0.07720259,0.00729298,-0.1687617,-0.3118376,-0.1471736,-0.2800592,-0.019587,-0.0677656,-0.2356592,-0.1652696,-0.1438306,-0.259797,-0.2874934,-0.1275692,-0.3433722,0.02480408,-0.1854433,0.04531119,-0.409105,0.05143237,-0.0380425,-0.0869744,-0.1423222,-0.0562227,-0.2429902,-0.0443392,-0.1032275,-0.1538609,-0.2414277
